,num_channels,num_classes,num_test,num_train,resolution_0,resolution_1,sequence_size
svhn_cropped_num_classes_9_num_dev_examples_106813_num_test_examples_32238_resolution_16_num_channels_3,3,10,63040,567380,32,32,1
svhn_cropped_num_classes_9_num_dev_examples_398864_num_test_examples_15471_resolution_64_num_channels_3,3,10,63040,567380,32,32,1
svhn_cropped_num_classes_9_num_dev_examples_431244_num_test_examples_18522_resolution_64_num_channels_3,3,10,63040,567380,32,32,1
svhn_cropped_num_classes_9_num_dev_examples_467194_num_test_examples_4572_resolution_16_num_channels_3,3,10,63040,567380,32,32,1
tf_flowers_num_classes_2_num_dev_examples_1214_num_test_examples_92_resolution_256_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_2_num_dev_examples_129_num_test_examples_358_resolution_256_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_2_num_dev_examples_1437_num_test_examples_98_resolution_256_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_2_num_dev_examples_264_num_test_examples_186_resolution_256_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_2_num_dev_examples_341_num_test_examples_334_resolution_256_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_2_num_dev_examples_589_num_test_examples_210_resolution_256_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_2_num_dev_examples_659_num_test_examples_132_resolution_512_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_2_num_dev_examples_975_num_test_examples_206_resolution_128_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_2_num_dev_examples_999_num_test_examples_230_resolution_128_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_3_num_dev_examples_1068_num_test_examples_309_resolution_512_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_3_num_dev_examples_1072_num_test_examples_126_resolution_128_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_3_num_dev_examples_1361_num_test_examples_183_resolution_512_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_3_num_dev_examples_1390_num_test_examples_153_resolution_256_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_3_num_dev_examples_1512_num_test_examples_279_resolution_512_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_3_num_dev_examples_1524_num_test_examples_327_resolution_512_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_3_num_dev_examples_1698_num_test_examples_318_resolution_256_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_3_num_dev_examples_1770_num_test_examples_228_resolution_512_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_3_num_dev_examples_1960_num_test_examples_87_resolution_128_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_3_num_dev_examples_208_num_test_examples_264_resolution_128_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_3_num_dev_examples_363_num_test_examples_285_resolution_512_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_3_num_dev_examples_389_num_test_examples_234_resolution_512_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_3_num_dev_examples_407_num_test_examples_243_resolution_512_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_3_num_dev_examples_705_num_test_examples_303_resolution_512_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_3_num_dev_examples_853_num_test_examples_219_resolution_512_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_4_num_dev_examples_1074_num_test_examples_92_resolution_128_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_4_num_dev_examples_1266_num_test_examples_80_resolution_256_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_4_num_dev_examples_1309_num_test_examples_296_resolution_128_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_4_num_dev_examples_1387_num_test_examples_44_resolution_256_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_4_num_dev_examples_1631_num_test_examples_144_resolution_128_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_4_num_dev_examples_1955_num_test_examples_280_resolution_128_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_4_num_dev_examples_1976_num_test_examples_308_resolution_128_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_4_num_dev_examples_2163_num_test_examples_280_resolution_512_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_4_num_dev_examples_2592_num_test_examples_124_resolution_256_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_4_num_dev_examples_350_num_test_examples_236_resolution_256_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_4_num_dev_examples_924_num_test_examples_80_resolution_512_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_5_num_dev_examples_1012_num_test_examples_265_resolution_128_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_5_num_dev_examples_1268_num_test_examples_185_resolution_128_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_5_num_dev_examples_1340_num_test_examples_165_resolution_512_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_5_num_dev_examples_1816_num_test_examples_25_resolution_128_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_5_num_dev_examples_2211_num_test_examples_80_resolution_512_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_5_num_dev_examples_2216_num_test_examples_295_resolution_512_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_5_num_dev_examples_2402_num_test_examples_325_resolution_256_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_5_num_dev_examples_2492_num_test_examples_180_resolution_256_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_5_num_dev_examples_3134_num_test_examples_90_resolution_512_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_5_num_dev_examples_318_num_test_examples_340_resolution_512_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_5_num_dev_examples_3305_num_test_examples_365_resolution_256_num_channels_3_original,3,5,365,3305,256,256,1
tf_flowers_num_classes_5_num_dev_examples_481_num_test_examples_50_resolution_512_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_5_num_dev_examples_517_num_test_examples_55_resolution_128_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_5_num_dev_examples_536_num_test_examples_155_resolution_128_num_channels_3,3,5,365,3305,256,256,1
tf_flowers_num_classes_5_num_dev_examples_914_num_test_examples_95_resolution_128_num_channels_3,3,5,365,3305,256,256,1
uc_merced_num_classes_10_num_dev_examples_540_num_test_examples_100_resolution_256_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_11_num_dev_examples_220_num_test_examples_187_resolution_64_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_11_num_dev_examples_418_num_test_examples_88_resolution_64_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_11_num_dev_examples_726_num_test_examples_143_resolution_256_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_11_num_dev_examples_902_num_test_examples_110_resolution_64_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_12_num_dev_examples_444_num_test_examples_84_resolution_256_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_12_num_dev_examples_660_num_test_examples_132_resolution_256_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_13_num_dev_examples_260_num_test_examples_156_resolution_128_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_13_num_dev_examples_442_num_test_examples_78_resolution_256_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_14_num_dev_examples_658_num_test_examples_98_resolution_64_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_14_num_dev_examples_980_num_test_examples_126_resolution_64_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_16_num_dev_examples_1216_num_test_examples_96_resolution_256_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_16_num_dev_examples_688_num_test_examples_176_resolution_64_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_16_num_dev_examples_752_num_test_examples_128_resolution_256_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_17_num_dev_examples_1190_num_test_examples_136_resolution_128_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_17_num_dev_examples_1207_num_test_examples_136_resolution_256_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_17_num_dev_examples_476_num_test_examples_187_resolution_64_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_17_num_dev_examples_561_num_test_examples_119_resolution_64_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_17_num_dev_examples_935_num_test_examples_153_resolution_256_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_18_num_dev_examples_1008_num_test_examples_126_resolution_128_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_18_num_dev_examples_1278_num_test_examples_108_resolution_128_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_19_num_dev_examples_1311_num_test_examples_114_resolution_128_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_19_num_dev_examples_1577_num_test_examples_95_resolution_256_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_20_num_dev_examples_1240_num_test_examples_100_resolution_128_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_20_num_dev_examples_1620_num_test_examples_160_resolution_64_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_20_num_dev_examples_480_num_test_examples_100_resolution_128_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_20_num_dev_examples_600_num_test_examples_140_resolution_128_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_20_num_dev_examples_920_num_test_examples_120_resolution_64_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_21_num_dev_examples_1218_num_test_examples_147_resolution_128_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_21_num_dev_examples_1260_num_test_examples_105_resolution_256_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_21_num_dev_examples_1407_num_test_examples_189_resolution_64_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_21_num_dev_examples_1575_num_test_examples_147_resolution_128_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_21_num_dev_examples_1890_num_test_examples_210_resolution_128_num_channels_3_original,3,21,210,1890,128,128,1
uc_merced_num_classes_2_num_dev_examples_84_num_test_examples_36_resolution_64_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_3_num_dev_examples_114_num_test_examples_126_resolution_256_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_3_num_dev_examples_60_num_test_examples_93_resolution_64_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_4_num_dev_examples_124_num_test_examples_176_resolution_128_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_4_num_dev_examples_204_num_test_examples_52_resolution_64_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_4_num_dev_examples_80_num_test_examples_196_resolution_256_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_5_num_dev_examples_100_num_test_examples_100_resolution_256_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_6_num_dev_examples_120_num_test_examples_156_resolution_256_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_6_num_dev_examples_120_num_test_examples_36_resolution_128_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_6_num_dev_examples_318_num_test_examples_192_resolution_64_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_7_num_dev_examples_203_num_test_examples_175_resolution_256_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_7_num_dev_examples_343_num_test_examples_189_resolution_64_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_8_num_dev_examples_160_num_test_examples_40_resolution_256_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_8_num_dev_examples_488_num_test_examples_48_resolution_128_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_9_num_dev_examples_270_num_test_examples_108_resolution_64_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_9_num_dev_examples_351_num_test_examples_189_resolution_128_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_9_num_dev_examples_558_num_test_examples_117_resolution_128_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_9_num_dev_examples_576_num_test_examples_108_resolution_256_num_channels_3,3,21,210,1890,128,128,1
uc_merced_num_classes_9_num_dev_examples_621_num_test_examples_108_resolution_256_num_channels_3,3,21,210,1890,128,128,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_10094_num_test_examples_3906_resolution_32_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_10139_num_test_examples_3680_resolution_128_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_10191_num_test_examples_4386_resolution_32_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_10328_num_test_examples_1000_resolution_64_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_10387_num_test_examples_4142_resolution_64_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_10414_num_test_examples_4398_resolution_64_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_11054_num_test_examples_3616_resolution_64_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_11930_num_test_examples_3170_resolution_128_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_12097_num_test_examples_4262_resolution_32_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_12627_num_test_examples_2980_resolution_64_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_13709_num_test_examples_2494_resolution_128_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_13805_num_test_examples_1660_resolution_64_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_13819_num_test_examples_2224_resolution_64_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_14007_num_test_examples_3364_resolution_64_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_15037_num_test_examples_2254_resolution_64_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_15115_num_test_examples_4168_resolution_32_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_15697_num_test_examples_3486_resolution_128_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_18590_num_test_examples_2244_resolution_32_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_19160_num_test_examples_746_resolution_32_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_19420_num_test_examples_2692_resolution_64_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_19728_num_test_examples_884_resolution_64_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_20160_num_test_examples_382_resolution_32_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_20814_num_test_examples_1096_resolution_128_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_22322_num_test_examples_1318_resolution_32_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_22622_num_test_examples_4800_resolution_128_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_23402_num_test_examples_1072_resolution_32_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_24353_num_test_examples_2286_resolution_32_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_24577_num_test_examples_412_resolution_32_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_25167_num_test_examples_1356_resolution_64_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_28344_num_test_examples_2682_resolution_64_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_29051_num_test_examples_1592_resolution_128_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_29053_num_test_examples_466_resolution_32_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_29100_num_test_examples_4900_resolution_64_num_channels_3_original,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_29204_num_test_examples_2768_resolution_64_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_29311_num_test_examples_28_resolution_32_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_29374_num_test_examples_104_resolution_128_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_30796_num_test_examples_1004_resolution_64_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_5007_num_test_examples_3192_resolution_32_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_5033_num_test_examples_1324_resolution_64_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_6254_num_test_examples_1592_resolution_64_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_6667_num_test_examples_3612_resolution_32_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_7235_num_test_examples_1054_resolution_32_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_7580_num_test_examples_1434_resolution_32_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_7949_num_test_examples_210_resolution_128_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_8322_num_test_examples_2716_resolution_32_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_9394_num_test_examples_1076_resolution_128_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_9443_num_test_examples_4432_resolution_128_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_9626_num_test_examples_3624_resolution_64_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_9670_num_test_examples_3824_resolution_128_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_daimlerpedcls_num_classes_2_num_dev_examples_9736_num_test_examples_2202_resolution_64_num_channels_3,3,2,4900,23900,64,64,1
visual_domain_decathlon_dtd_num_classes_10_num_dev_examples_200_num_test_examples_170_resolution_32_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_11_num_dev_examples_297_num_test_examples_429_resolution_32_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_11_num_dev_examples_341_num_test_examples_396_resolution_64_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_12_num_dev_examples_348_num_test_examples_396_resolution_32_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_12_num_dev_examples_958_num_test_examples_336_resolution_64_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_15_num_dev_examples_300_num_test_examples_135_resolution_32_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_16_num_dev_examples_1835_num_test_examples_256_resolution_64_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_16_num_dev_examples_782_num_test_examples_464_resolution_32_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_17_num_dev_examples_748_num_test_examples_255_resolution_128_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_18_num_dev_examples_504_num_test_examples_468_resolution_32_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_18_num_dev_examples_684_num_test_examples_270_resolution_32_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_19_num_dev_examples_817_num_test_examples_190_resolution_128_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_22_num_dev_examples_1056_num_test_examples_374_resolution_128_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_22_num_dev_examples_550_num_test_examples_198_resolution_64_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_24_num_dev_examples_3153_num_test_examples_240_resolution_128_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_27_num_dev_examples_540_num_test_examples_189_resolution_32_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_28_num_dev_examples_3456_num_test_examples_168_resolution_32_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_28_num_dev_examples_560_num_test_examples_140_resolution_64_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_29_num_dev_examples_1891_num_test_examples_174_resolution_128_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_29_num_dev_examples_783_num_test_examples_348_resolution_64_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_2_num_dev_examples_40_num_test_examples_74_resolution_128_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_2_num_dev_examples_58_num_test_examples_48_resolution_128_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_2_num_dev_examples_96_num_test_examples_26_resolution_128_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_30_num_dev_examples_1393_num_test_examples_300_resolution_32_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_32_num_dev_examples_1888_num_test_examples_224_resolution_64_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_34_num_dev_examples_1436_num_test_examples_510_resolution_64_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_34_num_dev_examples_4030_num_test_examples_204_resolution_128_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_36_num_dev_examples_2328_num_test_examples_468_resolution_32_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_37_num_dev_examples_2703_num_test_examples_518_resolution_32_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_37_num_dev_examples_3352_num_test_examples_518_resolution_32_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_38_num_dev_examples_1786_num_test_examples_380_resolution_128_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_40_num_dev_examples_1254_num_test_examples_280_resolution_128_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_41_num_dev_examples_3156_num_test_examples_246_resolution_128_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_41_num_dev_examples_3796_num_test_examples_369_resolution_128_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_44_num_dev_examples_2533_num_test_examples_440_resolution_64_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_44_num_dev_examples_3478_num_test_examples_220_resolution_64_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_44_num_dev_examples_3749_num_test_examples_220_resolution_32_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_45_num_dev_examples_2727_num_test_examples_495_resolution_64_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_46_num_dev_examples_1893_num_test_examples_230_resolution_32_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_46_num_dev_examples_3769_num_test_examples_506_resolution_32_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_47_num_dev_examples_1290_num_test_examples_282_resolution_32_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_47_num_dev_examples_1972_num_test_examples_423_resolution_128_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_47_num_dev_examples_2870_num_test_examples_517_resolution_32_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_47_num_dev_examples_4280_num_test_examples_282_resolution_64_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_47_num_dev_examples_4996_num_test_examples_564_resolution_64_num_channels_3_original,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_4_num_dev_examples_140_num_test_examples_40_resolution_32_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_4_num_dev_examples_212_num_test_examples_24_resolution_32_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_6_num_dev_examples_1046_num_test_examples_222_resolution_128_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_8_num_dev_examples_160_num_test_examples_152_resolution_32_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_dtd_num_classes_9_num_dev_examples_180_num_test_examples_270_resolution_128_num_channels_3,3,47,564,3196,64,64,1
visual_domain_decathlon_gtsrb_num_classes_11_num_dev_examples_4953_num_test_examples_803_resolution_128_num_channels_3,3,43,4515,20265,64,64,1
visual_domain_decathlon_gtsrb_num_classes_12_num_dev_examples_5057_num_test_examples_540_resolution_32_num_channels_3,3,43,4515,20265,64,64,1
